loan_id,month,year,product_type,disbursed_amount,outstanding_amount,status,customer_segment,geography,interest_rate,emi_amount,dpd_bucket
4070,11,2022,Business,145.95,117.61,Active,MSME,Metro,15.47,4.1,60
4071,11,2022,Business,236.83,160.89,Active,MSME,Rural,11.6,5.31,0
4072,11,2022,Business,255.57,200.89,NPA,Retail,Tier2,11.53,6.63,0
4073,11,2022,Business,297.97,230.98,Active,Retail,Metro,12.83,7.76,60
4074,11,2022,Business,173.62,117.13,Active,MSME,Rural,15.34,4.08,30
4075,11,2022,Business,148.01,140.26,Active,Corporate,Tier2,15.12,4.87,0
4076,11,2022,Business,207.6,158.87,Active,MSME,Tier2,12.76,5.33,0
4077,11,2022,Business,288.75,198.1,Active,MSME,Tier2,12.78,6.65,0
4078,11,2022,Business,358.4,229.52,Active,MSME,Rural,15.72,8.04,0
4079,11,2022,Business,326.96,221.08,Active,MSME,Metro,12.94,7.44,90
4080,11,2022,Business,358.78,313.44,Active,MSME,Tier2,15.07,10.88,0
4081,11,2022,Business,294.31,236.11,Active,MSME,Tier1,14.47,8.12,60
4082,11,2022,Business,183.35,116.89,Active,MSME,Tier1,11.33,3.85,0
4083,11,2022,Business,323.19,210.58,Active,MSME,Rural,15.07,7.31,0
4084,11,2022,Business,206.15,0.0,Closed,MSME,Tier2,14.6,0.0,0
4085,11,2022,Business,213.51,174.02,Active,MSME,Metro,14.97,6.03,60
4086,11,2022,Business,252.94,229.71,Active,MSME,Rural,11.47,7.57,60
4087,11,2022,Business,217.94,192.43,Active,MSME,Tier2,14.84,6.66,0
4088,11,2022,Business,137.19,119.04,Active,Retail,Metro,13.36,4.03,0
4089,11,2022,Business,312.61,228.06,NPA,Retail,Tier1,15.53,7.97,0
4090,11,2022,Business,311.16,203.55,Active,Corporate,Metro,13.49,6.91,0
4091,11,2022,Business,285.82,173.38,Active,MSME,Tier2,13.99,5.92,30
4092,11,2022,Business,221.87,0.0,Written-off,MSME,Tier2,14.69,0.0,30
4093,11,2022,Business,230.91,175.78,Active,Retail,Tier2,11.18,5.77,0
4094,11,2022,Business,229.64,0.0,Closed,MSME,Tier1,12.81,0.0,30
4095,11,2022,Business,277.64,176.08,Active,MSME,Metro,12.15,5.86,0
4096,11,2022,Business,165.88,147.21,Active,MSME,Tier1,11.08,4.83,0
4097,11,2022,Business,191.87,152.9,Active,MSME,Metro,13.3,5.17,0
4098,11,2022,Business,307.56,233.07,Active,Corporate,Tier1,14.43,8.01,0
4099,11,2022,Home,653.14,493.68,Active,MSME,Tier2,10.29,16.0,0
4100,11,2022,Home,249.8,0.0,Closed,MSME,Metro,12.28,0.0,0
4101,11,2022,Home,441.1,319.95,Active,Retail,Metro,12.18,10.65,0
4102,11,2022,Home,431.9,0.0,Closed,MSME,Rural,11.39,0.0,0
4103,11,2022,Home,509.93,483.3,Active,Corporate,Tier2,11.69,15.98,90
4104,11,2022,Home,265.19,0.0,Closed,MSME,Metro,11.28,0.0,30
4105,11,2022,Home,554.43,412.18,NPA,Retail,Tier1,11.25,13.54,0
4106,11,2022,Home,532.68,399.6,Active,MSME,Tier2,12.33,13.34,60
4107,11,2022,Home,330.38,0.0,Closed,Retail,Tier2,11.23,0.0,0
4108,11,2022,Home,418.27,288.25,Active,MSME,Tier2,12.03,9.58,0
4109,11,2022,Home,459.17,317.23,Active,Retail,Tier1,11.95,10.53,30
4110,11,2022,Home,588.51,390.24,Active,Corporate,Metro,11.5,12.87,30
4111,11,2022,Home,627.93,560.47,Active,MSME,Tier2,9.09,17.85,30
4112,11,2022,Home,413.5,309.84,NPA,MSME,Metro,10.93,10.13,0
4113,11,2022,Home,599.26,444.32,Active,Corporate,Metro,9.99,14.33,60
4114,11,2022,Home,358.99,0.0,Closed,Retail,Metro,12.26,0.0,180
4115,11,2022,Home,586.7,436.87,Active,Corporate,Tier2,9.22,13.94,0
4116,11,2022,Home,188.4,154.35,NPA,MSME,Tier2,12.49,5.16,0
4117,11,2022,Home,210.44,0.0,Closed,Retail,Rural,10.69,0.0,0
4118,11,2022,Home,562.94,525.54,NPA,MSME,Tier2,8.82,16.67,0
4119,11,2022,Home,626.83,559.32,Active,Retail,Metro,9.66,17.96,0
4120,11,2022,Home,314.02,0.0,Closed,MSME,Metro,10.81,0.0,60
4121,11,2022,Home,313.54,0.0,Written-off,Retail,Tier1,10.27,0.0,90
4122,11,2022,Home,634.64,438.56,Active,Retail,Rural,8.63,13.87,90
4123,11,2022,Home,472.92,0.0,Written-off,Corporate,Tier1,10.95,0.0,0
4124,11,2022,Home,530.77,459.3,Active,Retail,Tier1,9.4,14.69,0
4125,11,2022,Home,222.95,160.93,Active,Retail,Metro,12.08,5.35,0
4126,11,2022,Home,546.95,465.72,Active,MSME,Tier1,11.77,15.42,60
4127,11,2022,Home,338.35,0.0,Closed,MSME,Tier1,9.19,0.0,0
4128,11,2022,Home,278.92,203.83,Active,MSME,Tier2,10.46,6.62,0
4129,11,2022,Home,420.86,362.72,Active,MSME,Tier2,10.68,11.82,0
4130,11,2022,Home,581.98,494.8,Active,Retail,Tier1,8.59,15.64,0
4131,11,2022,Home,580.05,363.82,Active,MSME,Tier2,9.19,11.6,0
4132,11,2022,Home,628.31,433.95,Active,Corporate,Rural,12.03,14.42,0
4133,11,2022,Home,458.26,314.62,Active,Retail,Metro,9.19,10.03,180
4134,11,2022,Home,261.13,239.47,Active,MSME,Metro,9.93,7.72,30
4135,11,2022,Home,641.98,514.41,NPA,MSME,Tier2,8.95,16.35,0
4136,11,2022,Home,504.67,0.0,Closed,Corporate,Tier2,8.63,0.0,0
4137,11,2022,Home,316.47,217.09,Active,Retail,Metro,11.63,7.17,30
4138,11,2022,Home,298.25,263.7,Active,Retail,Metro,12.18,8.78,0
4139,11,2022,Home,534.77,476.52,Active,MSME,Tier2,10.65,15.52,0
4140,11,2022,Home,224.58,193.81,Active,MSME,Metro,12.02,6.44,30
4141,11,2022,Home,595.25,386.87,Active,MSME,Tier1,10.9,12.65,0
4142,11,2022,Home,217.39,135.42,Active,Retail,Tier1,10.34,4.39,0
4143,11,2022,Home,463.23,424.13,Active,MSME,Tier1,11.97,14.08,0
4144,11,2022,Home,558.5,472.52,Active,Retail,Tier1,10.84,15.43,0
4145,11,2022,Home,291.55,228.06,NPA,MSME,Metro,10.1,7.37,60
4146,11,2022,Home,585.08,534.8,Active,Retail,Tier2,11.02,17.51,0
4147,11,2022,Home,602.71,367.21,Active,Corporate,Tier1,10.2,11.88,30
4148,11,2022,Home,493.74,365.97,NPA,Retail,Metro,12.02,12.16,0
4149,11,2022,Home,515.16,0.0,Closed,MSME,Metro,8.75,0.0,60
4150,11,2022,Home,226.3,0.0,Closed,Corporate,Metro,9.34,0.0,0
4151,11,2022,Home,294.22,271.0,Active,MSME,Tier1,11.87,8.98,0
4152,11,2022,Home,305.17,209.95,Active,Retail,Metro,10.92,6.87,0
4153,11,2022,Home,225.98,0.0,Closed,Corporate,Metro,10.68,0.0,0
4154,11,2022,Home,622.29,584.45,Active,MSME,Tier2,11.66,19.32,30
4155,11,2022,Home,410.19,328.6,Active,Retail,Rural,8.67,10.4,0
4156,11,2022,Home,539.93,0.0,Written-off,Retail,Tier1,10.86,0.0,0
4157,11,2022,Home,473.73,394.58,Active,MSME,Metro,8.73,12.5,0
4158,11,2022,Home,599.44,513.92,Active,Corporate,Metro,9.83,16.54,30
4159,11,2022,Home,531.08,0.0,Closed,Corporate,Tier2,9.19,0.0,0
4160,11,2022,Home,245.62,181.58,Active,Retail,Tier2,11.65,6.0,0
4161,11,2022,Home,550.03,490.24,NPA,MSME,Tier2,9.95,15.81,60
4162,11,2022,Home,219.71,145.94,Active,MSME,Metro,10.84,4.77,0
4163,11,2022,Home,232.06,0.0,Closed,Corporate,Tier1,9.23,0.0,0
4164,11,2022,Home,539.64,359.43,Active,MSME,Rural,12.46,12.02,0
4165,11,2022,Vehicle,58.72,54.18,Active,Retail,Metro,13.33,1.83,0
4166,11,2022,Vehicle,141.58,0.0,Closed,Corporate,Tier1,12.17,0.0,0
4167,11,2022,Vehicle,82.0,49.21,Active,MSME,Tier2,12.62,1.65,0
4168,11,2022,Vehicle,64.62,49.57,Active,MSME,Tier1,12.11,1.65,0
4169,11,2022,Vehicle,59.62,37.53,Active,Retail,Metro,10.54,1.22,30
4170,11,2022,Vehicle,169.61,151.41,Active,Retail,Metro,11.92,5.02,0
4171,11,2022,Vehicle,144.32,135.34,Active,Corporate,Metro,11.22,4.44,0
4172,11,2022,Vehicle,128.65,118.77,Active,Corporate,Tier1,9.67,3.81,0
4173,11,2022,Vehicle,181.07,126.47,Active,Corporate,Tier1,11.63,4.18,0
4174,11,2022,Vehicle,195.67,129.28,Active,MSME,Tier1,9.55,4.14,0
4175,11,2022,Vehicle,122.56,78.31,Active,Retail,Tier2,11.42,2.58,0
4176,11,2022,Vehicle,73.79,0.0,Closed,Corporate,Metro,12.39,0.0,0
4177,11,2022,Vehicle,121.17,87.5,Active,MSME,Metro,10.12,2.83,0
4178,11,2022,Vehicle,167.52,123.28,Active,MSME,Tier1,11.57,4.07,0
4179,11,2022,Vehicle,118.95,80.05,Active,MSME,Tier1,13.63,2.72,60
4180,11,2022,Vehicle,83.45,0.0,Closed,Retail,Tier1,13.89,0.0,60
4181,11,2022,Vehicle,183.7,115.78,Active,MSME,Tier1,9.95,3.73,0
4182,11,2022,Vehicle,140.29,0.0,Closed,Retail,Metro,10.28,0.0,0
4183,11,2022,Vehicle,89.24,0.0,Closed,MSME,Metro,10.88,0.0,0
4184,11,2022,Vehicle,96.55,85.77,Active,Corporate,Metro,11.43,2.83,0
4185,11,2022,Vehicle,141.12,122.84,Active,MSME,Tier2,13.99,4.2,60
4186,11,2022,Vehicle,112.78,78.75,Active,MSME,Metro,12.92,2.65,0
4187,11,2022,Vehicle,133.06,125.44,Active,Retail,Tier1,12.8,4.21,0
4188,11,2022,Vehicle,90.41,77.72,Active,MSME,Metro,13.43,2.63,0
4189,11,2022,Vehicle,114.6,69.4,Active,Retail,Tier1,10.75,2.26,0
4190,11,2022,Vehicle,89.41,63.18,Active,Corporate,Tier1,11.9,2.1,0
4191,11,2022,Vehicle,165.77,129.78,Active,MSME,Metro,10.82,4.24,180
4192,11,2022,Vehicle,64.41,57.66,Active,MSME,Rural,12.77,1.94,30
4193,11,2022,Vehicle,94.74,69.7,Active,Retail,Tier1,11.36,2.29,0
4194,11,2022,Vehicle,193.49,0.0,Closed,MSME,Rural,13.56,0.0,0
4195,11,2022,Vehicle,69.72,42.65,Active,Retail,Metro,11.18,1.4,0
4196,11,2022,Vehicle,127.1,110.83,Active,MSME,Metro,12.63,3.71,0
4197,11,2022,Vehicle,159.93,0.0,Closed,MSME,Rural,12.42,0.0,0
4198,11,2022,Vehicle,110.54,67.74,Active,Corporate,Metro,12.89,2.28,0
4199,11,2022,Vehicle,96.3,71.14,Active,Corporate,Tier1,11.41,2.34,0
4200,11,2022,Vehicle,88.02,80.69,Active,Corporate,Rural,13.18,2.73,30
4201,11,2022,Vehicle,83.89,77.09,Active,Corporate,Metro,10.33,2.5,60
4202,11,2022,Vehicle,68.85,53.53,Active,MSME,Metro,9.57,1.72,0
4203,11,2022,Vehicle,169.15,0.0,Closed,MSME,Tier2,12.54,0.0,0
4204,11,2022,Vehicle,141.47,110.38,Active,Corporate,Tier2,10.42,3.58,0
4205,11,2022,Vehicle,131.29,93.24,Active,Corporate,Metro,11.67,3.08,30
4206,11,2022,Vehicle,60.08,53.47,Active,Corporate,Tier1,12.52,1.79,0
4207,11,2022,Vehicle,95.62,59.97,Active,MSME,Tier2,13.35,2.03,0
4208,11,2022,Vehicle,122.28,106.0,Active,MSME,Tier2,11.33,3.49,60
4209,11,2022,Vehicle,142.25,107.75,NPA,Corporate,Tier1,13.83,3.67,0
4210,11,2022,Vehicle,170.16,135.84,Active,Corporate,Rural,11.79,4.5,0
4211,11,2022,Vehicle,129.34,117.6,Active,Retail,Tier2,12.03,3.91,0
4212,11,2022,Vehicle,91.33,0.0,Closed,Corporate,Tier1,9.91,0.0,90
4213,11,2022,Vehicle,179.58,117.66,Active,Retail,Tier2,12.25,3.92,0
4214,11,2022,Vehicle,144.24,90.94,Active,Retail,Rural,12.59,3.05,180
4215,11,2022,Vehicle,101.55,70.96,Active,Corporate,Tier1,13.95,2.42,0
4216,11,2022,Vehicle,118.7,96.85,Active,Corporate,Tier1,9.62,3.11,0
4217,11,2022,Vehicle,57.14,54.27,Active,Retail,Tier1,10.66,1.77,0
4218,11,2022,Vehicle,132.6,82.08,Active,Retail,Tier2,12.99,2.77,0
4219,11,2022,Vehicle,159.37,101.85,Active,MSME,Tier1,13.2,3.44,30
4220,11,2022,Vehicle,193.91,161.36,Active,Corporate,Metro,11.24,5.3,0
4221,11,2022,Vehicle,187.34,0.0,Closed,Retail,Metro,11.87,0.0,30
4222,11,2022,Vehicle,152.98,0.0,Closed,Corporate,Metro,10.64,0.0,90
4223,11,2022,Vehicle,182.45,138.13,Active,Retail,Metro,11.8,4.57,0
4224,11,2022,Vehicle,64.88,39.89,Active,Retail,Metro,12.2,1.33,0
4225,11,2022,Vehicle,132.68,124.23,Active,Retail,Tier1,11.93,4.12,90
4226,11,2022,Vehicle,116.27,76.84,Active,MSME,Tier2,11.88,2.55,0
4227,11,2022,Vehicle,181.35,127.99,NPA,Retail,Tier1,10.97,4.19,0
4228,11,2022,Vehicle,154.35,138.0,NPA,Corporate,Metro,13.85,4.71,0
4229,11,2022,Vehicle,67.97,43.45,Active,Corporate,Rural,11.93,1.44,0
4230,11,2022,Vehicle,113.72,0.0,Closed,Retail,Metro,10.0,0.0,0
4231,11,2022,Vehicle,61.73,46.9,Active,Corporate,Tier2,10.1,1.52,0
4232,11,2022,Vehicle,82.74,57.31,Active,MSME,Metro,13.65,1.95,90
4233,11,2022,Vehicle,175.53,125.84,Active,Corporate,Tier2,11.22,4.13,0
4234,11,2022,Vehicle,186.16,160.33,Active,Corporate,Rural,13.55,5.44,0
4235,11,2022,Vehicle,77.92,0.0,Closed,Corporate,Metro,10.23,0.0,0
4236,11,2022,Vehicle,70.15,54.34,NPA,Retail,Tier1,13.67,1.85,0
4237,11,2022,Vehicle,96.19,0.0,Closed,Retail,Metro,11.53,0.0,90
4238,11,2022,Vehicle,112.52,79.08,Active,MSME,Metro,12.92,2.66,90
4239,11,2022,Vehicle,181.64,123.12,Active,MSME,Metro,13.51,4.18,0
4240,11,2022,Vehicle,168.26,0.0,Closed,MSME,Tier2,12.65,0.0,30
4241,12,2022,Personal,292.98,228.09,Active,Retail,Metro,17.64,8.2,60
4242,12,2022,Personal,293.12,0.0,Written-off,MSME,Metro,16.35,0.0,0
4243,12,2022,Personal,255.4,0.0,Written-off,Retail,Tier1,15.56,0.0,180
4244,12,2022,Personal,178.3,139.99,Active,MSME,Tier1,17.53,5.03,0
4245,12,2022,Personal,119.67,109.97,Active,Corporate,Rural,16.41,3.89,0
4246,12,2022,Personal,120.96,88.96,Active,Retail,Rural,13.75,3.03,0
4247,12,2022,Personal,220.8,207.17,Active,Corporate,Tier1,14.14,7.09,0
4248,12,2022,Personal,130.75,120.03,Active,Corporate,Tier2,17.96,4.34,360
4249,12,2022,Personal,125.48,99.36,Active,Retail,Metro,18.07,3.6,180
4250,12,2022,Personal,218.27,0.0,Written-off,MSME,Tier2,15.89,0.0,0
4251,12,2022,Personal,194.55,153.76,NPA,Retail,Metro,14.44,5.29,0
4252,12,2022,Personal,129.76,0.0,Closed,Corporate,Tier2,16.12,0.0,0
4253,12,2022,Personal,111.82,97.01,Active,Retail,Metro,14.5,3.34,0
4254,12,2022,Personal,118.9,83.72,Active,Corporate,Rural,13.55,2.84,0
4255,12,2022,Personal,252.16,217.22,Active,Retail,Rural,18.15,7.87,0
4256,12,2022,Personal,160.56,112.31,Active,Corporate,Metro,16.76,3.99,0
4257,12,2022,Personal,159.52,113.66,Active,Corporate,Tier2,13.58,3.86,0
4258,12,2022,Personal,199.0,142.19,Active,Corporate,Tier1,13.67,4.84,0
4259,12,2022,Personal,126.75,123.27,NPA,MSME,Tier1,17.43,4.42,0
4260,12,2022,Personal,254.73,226.98,Active,Retail,Tier1,14.26,7.79,0
4261,12,2022,Personal,202.36,165.5,Active,MSME,Tier1,15.63,5.79,30
4262,12,2022,Personal,234.01,221.88,NPA,Corporate,Rural,14.13,7.6,180
4263,12,2022,Personal,317.5,0.0,Written-off,Corporate,Metro,13.67,0.0,0
4264,12,2022,Personal,90.56,54.42,Active,Corporate,Tier1,15.87,1.91,0
4265,12,2022,Personal,112.95,73.82,Active,Corporate,Rural,16.13,2.6,180
4266,12,2022,Personal,239.02,0.0,Closed,Retail,Tier2,17.36,0.0,0
4267,12,2022,Personal,161.12,0.0,Closed,Retail,Tier2,14.79,0.0,0
4268,12,2022,Personal,201.82,0.0,Closed,Retail,Tier1,16.59,0.0,0
4269,12,2022,Personal,205.01,148.09,Active,Retail,Tier1,16.71,5.26,360
4270,12,2022,Personal,265.94,224.25,Active,Corporate,Tier2,17.31,8.03,0
4271,12,2022,Personal,225.49,150.56,Active,MSME,Metro,17.11,5.38,0
4272,12,2022,Personal,159.0,110.71,Active,MSME,Metro,14.42,3.81,360
4273,12,2022,Personal,231.33,199.51,Active,Corporate,Tier1,17.4,7.15,0
4274,12,2022,Personal,119.51,0.0,Written-off,Retail,Tier2,14.63,0.0,90
4275,12,2022,Personal,199.09,0.0,Closed,MSME,Tier1,15.11,0.0,0
4276,12,2022,Personal,317.14,0.0,Closed,Retail,Tier1,16.94,0.0,180
4277,12,2022,Personal,145.17,0.0,Closed,Retail,Metro,16.79,0.0,0
4278,12,2022,Personal,178.85,142.26,Active,MSME,Tier1,18.36,5.17,30
4279,12,2022,Personal,169.72,107.5,Active,MSME,Metro,16.22,3.79,30
4280,12,2022,Personal,256.8,213.98,Active,MSME,Metro,16.6,7.59,0
4281,12,2022,Personal,204.08,140.01,Active,Retail,Tier2,15.86,4.91,0
4282,12,2022,Personal,163.81,155.3,Active,Retail,Tier1,15.06,5.39,360
4283,12,2022,Personal,273.13,166.19,Active,Retail,Tier1,16.23,5.86,30
4284,12,2022,Personal,181.21,139.82,NPA,MSME,Rural,14.3,4.8,30
4285,12,2022,Personal,216.21,196.32,NPA,Retail,Tier2,15.5,6.85,0
4286,12,2022,Personal,213.93,180.61,Active,Retail,Rural,13.56,6.13,0
4287,12,2022,Personal,178.53,0.0,Closed,Retail,Tier2,16.96,0.0,0
4288,12,2022,Personal,169.31,137.43,Active,MSME,Metro,15.59,4.8,90
4289,12,2022,Personal,287.46,249.81,Active,MSME,Tier1,16.02,8.79,0
4290,12,2022,Personal,207.27,127.45,Active,Retail,Metro,18.32,4.63,360
4291,12,2022,Personal,247.76,0.0,Closed,Corporate,Tier2,14.09,0.0,0
4292,12,2022,Personal,236.05,0.0,Closed,Retail,Tier2,18.4,0.0,0
4293,12,2022,Personal,301.54,237.61,Active,Corporate,Metro,17.55,8.54,0
4294,12,2022,Personal,100.51,64.5,Active,Corporate,Tier2,14.32,2.21,0
4295,12,2022,Personal,97.08,0.0,Closed,Retail,Metro,18.47,0.0,0
4296,12,2022,Personal,162.56,124.7,Active,MSME,Tier1,16.5,4.41,0
4297,12,2022,Personal,154.4,0.0,Closed,Corporate,Tier2,15.9,0.0,30
4298,12,2022,Personal,247.63,187.04,Active,Retail,Metro,14.19,6.41,0
4299,12,2022,Personal,263.22,211.05,Active,MSME,Rural,17.61,7.59,30
4300,12,2022,Personal,202.69,134.37,Active,MSME,Tier2,15.44,4.69,60
4301,12,2022,Personal,223.72,145.03,Active,MSME,Metro,18.11,5.25,180
4302,12,2022,Personal,214.03,196.38,Active,Retail,Metro,13.58,6.67,30
4303,12,2022,Personal,179.95,132.75,Active,Retail,Tier1,15.51,4.64,30
4304,12,2022,Personal,145.13,114.05,Active,Corporate,Metro,17.65,4.1,0
4305,12,2022,Personal,237.0,152.21,Active,Retail,Tier1,14.83,5.26,0
4306,12,2022,Personal,227.48,187.37,Active,Retail,Tier1,18.44,6.82,30
4307,12,2022,Personal,94.98,88.33,Active,MSME,Tier1,14.81,3.05,0
4308,12,2022,Business,280.25,186.46,Active,MSME,Metro,12.16,6.21,0
4309,12,2022,Business,287.62,219.23,Active,MSME,Rural,13.67,7.46,60
4310,12,2022,Business,298.55,278.59,Active,Retail,Metro,12.29,9.29,0
4311,12,2022,Business,322.97,231.01,Active,Corporate,Metro,15.81,8.1,0
4312,12,2022,Business,268.83,197.93,Active,Corporate,Tier1,14.15,6.78,0
4313,12,2022,Business,170.07,0.0,Closed,MSME,Rural,15.43,0.0,30
4314,12,2022,Business,154.53,0.0,Closed,Retail,Tier1,11.84,0.0,0
4315,12,2022,Business,251.02,235.79,Active,MSME,Metro,12.57,7.9,0
4316,12,2022,Business,229.61,138.61,Active,MSME,Tier2,11.7,4.58,0
4317,12,2022,Business,153.78,116.72,NPA,Retail,Tier1,13.11,3.94,0
4318,12,2022,Business,213.96,154.13,NPA,Retail,Tier2,11.36,5.07,0
4319,12,2022,Business,290.91,217.64,Active,MSME,Tier1,11.45,7.17,0
4320,12,2022,Business,273.01,183.79,Active,Corporate,Metro,12.87,6.18,0
4321,12,2022,Business,235.98,0.0,Closed,Corporate,Tier2,12.33,0.0,180
4322,12,2022,Business,170.77,157.32,Active,Corporate,Metro,14.4,5.41,90
4323,12,2022,Business,315.98,282.14,NPA,Corporate,Tier1,11.62,9.32,0
4324,12,2022,Business,261.43,0.0,Closed,Corporate,Tier1,13.17,0.0,0
4325,12,2022,Business,171.05,129.73,NPA,MSME,Tier2,12.65,4.35,0
4326,12,2022,Business,250.98,234.46,Active,MSME,Tier2,14.14,8.03,0
4327,12,2022,Business,123.79,95.0,Active,MSME,Tier2,11.93,3.15,30
4328,12,2022,Business,135.07,0.0,Closed,Retail,Tier1,12.33,0.0,30
4329,12,2022,Business,156.54,104.31,Active,Retail,Tier2,14.02,3.57,0
4330,12,2022,Business,282.03,0.0,Closed,Corporate,Rural,13.4,0.0,0
4331,12,2022,Business,225.29,145.69,Active,Retail,Tier2,12.3,4.86,0
4332,12,2022,Business,342.47,303.15,NPA,Corporate,Tier2,15.67,10.61,0
4333,12,2022,Business,183.46,167.45,NPA,Retail,Tier2,13.2,5.66,0
4334,12,2022,Business,357.3,237.19,Active,Corporate,Metro,14.26,8.14,0
4335,12,2022,Business,306.3,265.38,Active,Retail,Tier1,11.0,8.69,0
4336,12,2022,Business,193.46,157.02,Active,Corporate,Metro,12.06,5.22,0
4337,12,2022,Business,283.29,255.44,Active,MSME,Tier2,15.0,8.85,30
4338,12,2022,Business,306.67,231.5,Active,MSME,Tier1,11.63,7.65,90
4339,12,2022,Business,283.64,173.11,Active,Corporate,Tier2,11.35,5.7,0
4340,12,2022,Business,334.8,291.51,Active,MSME,Rural,15.92,10.24,0
4341,12,2022,Business,316.56,241.66,Active,Retail,Rural,11.75,8.0,0
4342,12,2022,Business,227.95,0.0,Closed,MSME,Tier1,14.63,0.0,0
4343,12,2022,Business,195.01,148.64,NPA,MSME,Metro,13.39,5.04,0
4344,12,2022,Business,217.75,169.02,Active,MSME,Metro,11.17,5.55,0
4345,12,2022,Business,191.85,162.65,Active,Corporate,Metro,14.64,5.61,0
4346,12,2022,Business,365.96,280.19,Active,MSME,Tier1,12.35,9.35,60
4347,12,2022,Business,231.9,207.47,Active,MSME,Tier2,13.1,7.0,90
4348,12,2022,Business,113.69,0.0,Closed,Corporate,Tier2,11.2,0.0,0
4349,12,2022,Business,211.58,0.0,Closed,MSME,Rural,15.23,0.0,0
4350,12,2022,Business,317.77,244.68,Active,Corporate,Metro,12.41,8.17,0
4351,12,2022,Business,258.92,216.92,Active,Corporate,Tier1,12.09,7.21,30
4352,12,2022,Business,264.33,0.0,Written-off,MSME,Tier1,12.39,0.0,30
4353,12,2022,Business,311.24,221.06,Active,MSME,Metro,13.14,7.46,0
4354,12,2022,Business,190.26,141.92,Active,MSME,Metro,14.51,4.89,0
4355,12,2022,Business,146.16,0.0,Written-off,MSME,Metro,14.73,0.0,0
4356,12,2022,Business,138.53,108.99,Active,Corporate,Metro,14.59,3.76,90
4357,12,2022,Business,357.18,256.74,Active,MSME,Metro,11.52,8.47,0
4358,12,2022,Business,309.46,292.66,Active,Retail,Metro,11.91,9.71,30
4359,12,2022,Business,164.86,153.1,Active,MSME,Metro,13.96,5.23,90
4360,12,2022,Business,363.59,313.15,Active,Corporate,Tier1,14.18,10.73,0
4361,12,2022,Business,351.53,226.76,Active,MSME,Tier1,14.87,7.85,90
4362,12,2022,Business,265.58,238.16,Active,Retail,Tier1,13.42,8.07,0
4363,12,2022,Business,123.87,0.0,Written-off,Corporate,Metro,14.49,0.0,0
4364,12,2022,Business,293.08,237.34,Active,MSME,Tier1,13.0,8.0,180
4365,12,2022,Business,324.65,225.39,Active,MSME,Metro,12.62,7.55,0
4366,12,2022,Business,303.31,279.47,Active,Retail,Metro,12.21,9.31,0
4367,12,2022,Business,339.19,220.22,Active,Retail,Tier1,11.25,7.24,0
4368,12,2022,Business,147.54,126.35,Active,Corporate,Tier1,11.49,4.17,90
4369,12,2022,Business,381.16,281.87,Active,MSME,Tier2,12.65,9.45,0
4370,12,2022,Business,212.05,146.14,Active,MSME,Metro,13.47,4.96,180
4371,12,2022,Business,111.71,98.67,Active,Corporate,Tier2,12.93,3.32,0
4372,12,2022,Business,192.85,132.95,Active,Retail,Metro,11.29,4.37,0
4373,12,2022,Business,364.24,293.6,Active,MSME,Rural,15.31,10.22,30
4374,12,2022,Business,111.17,0.0,Closed,MSME,Rural,15.01,0.0,0
4375,12,2022,Business,394.58,0.0,Closed,MSME,Tier2,11.08,0.0,60
4376,12,2022,Business,318.13,227.04,NPA,Corporate,Metro,13.26,7.68,0
4377,12,2022,Business,377.03,234.24,Active,Retail,Tier2,11.77,7.75,0
4378,12,2022,Business,204.72,125.01,Active,Corporate,Tier2,11.24,4.11,0
4379,12,2022,Business,189.08,152.09,Active,MSME,Tier1,11.35,5.0,0
4380,12,2022,Business,344.8,305.99,Active,Corporate,Rural,13.38,10.37,60
4381,12,2022,Business,148.26,0.0,Written-off,Retail,Metro,12.36,0.0,0
4382,12,2022,Business,220.83,135.76,Active,Retail,Tier1,12.35,4.53,0
4383,12,2022,Business,329.51,310.0,Active,Retail,Tier1,14.76,10.71,360
4384,12,2022,Business,251.94,152.83,Active,MSME,Tier1,14.2,5.24,0
4385,12,2022,Business,288.95,173.48,Active,Corporate,Tier1,13.74,5.91,360
4386,12,2022,Business,186.88,0.0,Closed,Retail,Rural,14.25,0.0,0
4387,12,2022,Business,210.71,0.0,Written-off,Corporate,Metro,13.65,0.0,0
4388,12,2022,Business,349.9,214.95,Active,Retail,Tier1,11.09,7.05,0
4389,12,2022,Business,235.32,171.05,Active,MSME,Rural,13.3,5.79,0
4390,12,2022,Home,536.98,535.92,NPA,Corporate,Tier1,8.77,16.98,30
4391,12,2022,Home,280.42,250.61,Active,MSME,Tier2,8.51,7.91,30
4392,12,2022,Home,466.67,297.32,Active,MSME,Metro,10.09,9.61,90
4393,12,2022,Home,532.03,0.0,Written-off,Corporate,Tier1,9.38,0.0,0
4394,12,2022,Home,571.17,434.51,Active,MSME,Metro,10.01,14.02,0
4395,12,2022,Home,464.79,0.0,Written-off,Retail,Tier1,8.89,0.0,0
4396,12,2022,Home,292.19,245.0,Active,MSME,Metro,10.86,8.0,0
4397,12,2022,Home,617.28,0.0,Closed,Corporate,Tier1,12.19,0.0,0
4398,12,2022,Home,350.54,252.02,Active,MSME,Tier1,9.09,8.02,0
4399,12,2022,Home,481.5,371.08,NPA,MSME,Tier2,11.84,12.3,90
4400,12,2022,Home,311.94,250.41,Active,Retail,Rural,10.4,8.13,0
