loan_id,month,year,amount_due,amount_collected,collection_efficiency
4341,12,2022,8.0,7.61,0.9511
4343,12,2022,5.04,2.79,0.5528
4344,12,2022,5.55,4.98,0.8974
4345,12,2022,5.61,5.28,0.9414
4346,12,2022,9.35,8.42,0.901
4347,12,2022,7.0,6.64,0.9482
4350,12,2022,8.17,7.37,0.9022
4351,12,2022,7.21,6.65,0.9217
4353,12,2022,7.46,6.7,0.8982
4354,12,2022,4.89,4.71,0.964
4356,12,2022,3.76,3.66,0.9723
4357,12,2022,8.47,7.87,0.9286
4358,12,2022,9.71,9.12,0.9395
4359,12,2022,5.23,4.6,0.8801
4360,12,2022,10.73,9.94,0.926
4361,12,2022,7.85,7.35,0.936
4362,12,2022,8.07,8.07,1.0
4364,12,2022,8.0,7.15,0.8935
4365,12,2022,7.55,7.52,0.9966
4366,12,2022,9.31,9.1,0.9779
4367,12,2022,7.24,6.87,0.9492
4368,12,2022,4.17,4.17,1.0
4369,12,2022,9.45,9.0,0.9529
4370,12,2022,4.96,4.73,0.9536
4371,12,2022,3.32,3.11,0.9359
4372,12,2022,4.37,4.31,0.9869
4373,12,2022,10.22,10.03,0.9819
4376,12,2022,7.68,4.55,0.5926
4377,12,2022,7.75,6.86,0.8852
4378,12,2022,4.11,3.82,0.9299
4379,12,2022,5.0,4.53,0.906
4380,12,2022,10.37,9.7,0.9355
4382,12,2022,4.53,4.47,0.9875
4383,12,2022,10.71,9.85,0.9197
4384,12,2022,5.24,4.91,0.9363
4385,12,2022,5.91,5.56,0.9403
4388,12,2022,7.05,6.85,0.9719
4389,12,2022,5.79,4.91,0.8481
4390,12,2022,16.98,7.46,0.4395
4391,12,2022,7.91,7.49,0.9465
4392,12,2022,9.61,9.48,0.986
4394,12,2022,14.02,12.87,0.9183
4396,12,2022,8.0,6.9,0.8629
4398,12,2022,8.02,7.72,0.9628
4399,12,2022,12.3,8.15,0.6626
4400,12,2022,8.13,7.24,0.8904
4401,12,2022,9.18,8.38,0.913
4402,12,2022,6.95,6.47,0.9306
4403,12,2022,11.65,10.65,0.9138
4404,12,2022,10.45,8.88,0.8498
4406,12,2022,5.49,5.35,0.9739
4408,12,2022,8.27,8.18,0.989
4410,12,2022,15.14,14.6,0.9641
4411,12,2022,19.91,17.77,0.8925
4412,12,2022,8.14,7.57,0.9299
4414,12,2022,11.55,10.83,0.9377
4415,12,2022,17.12,9.7,0.5663
4416,12,2022,8.1,7.81,0.9647
4418,12,2022,4.4,4.0,0.9086
4419,12,2022,8.96,8.43,0.9413
4420,12,2022,17.51,16.74,0.9563
4424,12,2022,15.22,15.16,0.9962
4425,12,2022,8.2,7.92,0.9662
4426,12,2022,13.79,13.37,0.9696
4427,12,2022,13.9,13.08,0.9414
4429,12,2022,12.49,12.42,0.9944
4430,12,2022,7.32,6.99,0.9544
4431,12,2022,16.12,8.05,0.4993
4433,12,2022,7.11,4.5,0.6324
4435,12,2022,11.49,11.1,0.9659
4437,12,2022,7.13,6.56,0.9203
4438,12,2022,14.59,13.41,0.9188
4439,12,2022,7.16,6.8,0.9499
4440,12,2022,16.05,15.35,0.9565
4442,12,2022,11.76,11.12,0.9459
4443,12,2022,10.22,9.71,0.9505
4444,12,2022,8.45,8.45,1.0
4445,12,2022,9.79,9.6,0.9809
4446,12,2022,10.28,9.72,0.9456
4447,12,2022,17.92,17.48,0.9757
4449,12,2022,5.45,4.89,0.8967
4450,12,2022,11.17,10.66,0.9539
4451,12,2022,10.29,10.29,1.0
4452,12,2022,17.72,16.47,0.9293
4453,12,2022,5.16,4.67,0.9041
4455,12,2022,3.96,3.61,0.9119
4456,12,2022,4.48,4.01,0.8944
4457,12,2022,7.11,6.45,0.9066
4458,12,2022,6.3,5.82,0.9232
4459,12,2022,2.68,2.36,0.8818
4460,12,2022,2.36,2.22,0.9386
4461,12,2022,2.89,2.82,0.9741
4462,12,2022,4.97,4.48,0.9017
4463,12,2022,4.32,4.31,0.9988
4464,12,2022,5.7,5.46,0.9584
4465,12,2022,3.48,3.41,0.9792
4466,12,2022,3.15,2.87,0.9117
4467,12,2022,3.52,3.42,0.9722
4468,12,2022,6.33,5.66,0.8943
4469,12,2022,4.61,4.49,0.9736
4470,12,2022,4.09,3.86,0.9449
4471,12,2022,3.1,2.12,0.6846
4472,12,2022,2.04,1.82,0.891
4473,12,2022,2.01,1.81,0.9022
4474,12,2022,5.86,5.64,0.9619
4476,12,2022,3.9,3.51,0.9001
4477,12,2022,5.56,5.32,0.9565
4478,12,2022,2.11,1.86,0.8833
4479,12,2022,2.48,2.41,0.9719
4480,12,2022,2.51,2.23,0.8887
4481,12,2022,1.61,1.55,0.9601
4482,12,2022,6.12,5.89,0.963
4483,12,2022,6.1,5.55,0.9101
4485,12,2022,4.29,4.12,0.9613
4486,12,2022,6.58,6.24,0.9484
4487,12,2022,3.49,3.2,0.9164
4488,12,2022,5.49,4.93,0.8977
4489,12,2022,3.8,3.27,0.8595
4490,12,2022,6.14,5.85,0.952
4491,12,2022,2.61,1.73,0.661
4492,12,2022,2.43,2.29,0.9418
4493,12,2022,6.37,5.91,0.9275
4494,12,2022,3.26,3.15,0.9652
4495,12,2022,4.49,4.16,0.9259
4497,12,2022,3.03,2.8,0.9248
4498,12,2022,4.73,4.58,0.9673
4500,12,2022,4.97,4.73,0.9514
4502,12,2022,3.76,3.57,0.9506
4503,12,2022,4.34,4.15,0.9568
4505,12,2022,4.49,3.94,0.8766
4507,12,2022,3.47,3.36,0.9683
4508,12,2022,2.56,2.46,0.9625
4509,12,2022,3.88,3.48,0.8973
4510,12,2022,2.87,2.66,0.9282
4511,12,2022,2.22,2.08,0.9364
4512,12,2022,4.77,4.45,0.9326
4513,12,2022,1.65,1.57,0.9514
4514,12,2022,6.0,5.97,0.9953
4515,12,2022,3.08,3.02,0.9813
4516,12,2022,4.34,3.84,0.8855
4518,1,2023,3.85,3.58,0.9299
4520,1,2023,6.58,6.3,0.9582
4521,1,2023,6.68,3.01,0.4503
4522,1,2023,7.96,7.55,0.9486
4524,1,2023,5.8,5.72,0.9855
4525,1,2023,7.52,7.11,0.9459
4526,1,2023,4.12,3.77,0.915
4528,1,2023,2.77,2.62,0.9468
4529,1,2023,7.7,7.01,0.9108
4531,1,2023,7.55,3.21,0.4248
4532,1,2023,8.34,7.43,0.8909
4533,1,2023,8.24,7.97,0.9675
4534,1,2023,3.01,2.63,0.8723
4535,1,2023,8.48,8.19,0.9663
4536,1,2023,3.41,3.15,0.925
4537,1,2023,5.32,2.76,0.5184
4538,1,2023,10.79,9.92,0.9197
4539,1,2023,9.03,7.41,0.821
4542,1,2023,6.07,5.65,0.93
4543,1,2023,6.11,5.75,0.9404
4544,1,2023,2.09,1.84,0.8813
4545,1,2023,4.19,3.81,0.9099
4548,1,2023,2.68,2.63,0.9832
4549,1,2023,7.98,7.06,0.8848
4550,1,2023,5.08,3.15,0.6193
4551,1,2023,4.0,2.61,0.6516
4553,1,2023,5.58,5.49,0.9835
4554,1,2023,2.29,2.07,0.9051
4556,1,2023,4.64,4.39,0.9455
4557,1,2023,9.74,6.06,0.6224
4558,1,2023,3.0,2.63,0.8753
4559,1,2023,4.52,4.0,0.8856
4560,1,2023,4.68,4.47,0.9542
4561,1,2023,6.96,6.77,0.9724
4562,1,2023,3.17,2.94,0.9275
4563,1,2023,4.65,4.04,0.8698
4564,1,2023,5.12,5.04,0.9845
4565,1,2023,7.33,6.48,0.8838
4567,1,2023,5.59,4.98,0.8916
4568,1,2023,4.49,4.12,0.9187
4569,1,2023,4.54,4.39,0.9672
4570,1,2023,6.45,6.06,0.9392
4572,1,2023,4.36,4.02,0.9216
4573,1,2023,4.0,2.13,0.5335
4574,1,2023,6.1,5.53,0.9067
4575,1,2023,8.7,8.07,0.9273
4576,1,2023,4.75,3.82,0.8038
4578,1,2023,3.13,2.8,0.8931
4580,1,2023,3.14,2.87,0.9147
4581,1,2023,5.13,4.41,0.859
4583,1,2023,5.01,4.61,0.9205
4586,1,2023,3.65,3.27,0.8968
4588,1,2023,3.57,3.48,0.9752
4589,1,2023,2.59,2.51,0.9679
4590,1,2023,6.51,4.45,0.6831
4591,1,2023,2.33,2.09,0.899
4592,1,2023,7.29,6.58,0.902
4593,1,2023,4.43,3.93,0.8869
4595,1,2023,4.3,3.93,0.9128
4596,1,2023,3.05,2.67,0.8747
4597,1,2023,6.42,5.52,0.8598
4600,1,2023,4.8,4.46,0.9299
4601,1,2023,7.11,6.61,0.9302
4602,1,2023,4.4,3.84,0.8728
4603,1,2023,4.89,4.6,0.9408
4606,1,2023,5.95,5.23,0.8797
4607,1,2023,2.69,2.46,0.9151
4608,1,2023,5.29,3.36,0.6361
4609,1,2023,5.42,4.9,0.9037
4610,1,2023,6.89,6.36,0.9232
4611,1,2023,9.81,8.68,0.8843
4612,1,2023,2.58,2.31,0.8971
4613,1,2023,9.26,8.3,0.8968
4614,1,2023,9.14,8.0,0.8751
4615,1,2023,4.03,3.62,0.8979
4617,1,2023,3.33,2.81,0.8431
4618,1,2023,5.9,5.22,0.8854
4620,1,2023,12.42,7.87,0.6337
4621,1,2023,7.28,6.51,0.8948
4623,1,2023,5.95,5.33,0.8953
4625,1,2023,5.17,2.5,0.4826
4626,1,2023,4.29,3.96,0.9242
4627,1,2023,6.19,5.82,0.94
4628,1,2023,8.73,7.67,0.879
4631,1,2023,4.14,3.55,0.8569
4635,1,2023,4.68,4.04,0.8633
4636,1,2023,11.15,9.87,0.8855
4638,1,2023,3.98,2.57,0.646
4639,1,2023,7.43,4.83,0.6507
4640,1,2023,7.79,6.65,0.8532
4641,1,2023,9.42,8.35,0.8868
4642,1,2023,6.03,5.5,0.9123
4643,1,2023,6.59,6.12,0.9288
4644,1,2023,9.81,8.66,0.8827
4645,1,2023,7.03,6.25,0.8885
4646,1,2023,6.87,5.96,0.8679
4647,1,2023,6.23,5.63,0.9037
4648,1,2023,3.58,3.12,0.8711
4649,1,2023,8.28,3.44,0.4149
4650,1,2023,7.59,6.33,0.8336
4651,1,2023,11.36,10.12,0.8906
4652,1,2023,7.75,7.11,0.917
4653,1,2023,3.34,3.05,0.9124
4654,1,2023,3.39,3.39,1.0
4656,1,2023,10.1,9.28,0.919
4657,1,2023,8.11,7.01,0.8648
4658,1,2023,5.81,5.24,0.9012
4660,1,2023,4.93,2.17,0.4402
4662,1,2023,3.47,3.13,0.9018
4663,1,2023,6.16,5.37,0.8717
4664,1,2023,7.67,3.6,0.47
4665,1,2023,6.15,5.43,0.883
4666,1,2023,6.01,5.41,0.9003
4667,1,2023,9.69,8.52,0.8796
4668,1,2023,3.31,3.23,0.9746
4669,1,2023,10.04,4.81,0.4794
4670,1,2023,5.44,3.7,0.68
4671,1,2023,6.94,6.51,0.9376
4672,1,2023,5.06,3.45,0.6819
4673,1,2023,2.72,1.14,0.4186
4675,1,2023,2.88,2.65,0.9208
4676,1,2023,7.15,3.9,0.5459
4677,1,2023,6.31,5.64,0.8938
4679,1,2023,5.07,4.76,0.9388
4680,1,2023,5.4,4.88,0.903
4681,1,2023,3.57,1.68,0.47
4683,1,2023,3.39,3.06,0.9029
4684,1,2023,4.45,4.33,0.9732
4685,1,2023,4.6,4.39,0.9549
4686,1,2023,5.57,2.34,0.42
4687,1,2023,4.09,3.86,0.9431
4688,1,2023,8.36,7.44,0.8903
4689,1,2023,8.55,7.16,0.8368
4690,1,2023,8.93,7.75,0.868
4692,1,2023,3.94,1.6,0.407
4693,1,2023,7.61,6.8,0.894
4694,1,2023,6.34,2.95,0.4652
4695,1,2023,5.88,5.25,0.893
4696,1,2023,6.92,6.79,0.9812
4697,1,2023,8.76,8.5,0.97
4698,1,2023,5.35,2.92,0.5455
4699,1,2023,4.29,3.86,0.8986
4700,1,2023,4.53,4.15,0.9168
4701,1,2023,4.89,1.99,0.406
4702,1,2023,4.09,3.94,0.9641
4703,1,2023,3.31,2.84,0.8583
4704,1,2023,7.89,7.21,0.9137
4705,1,2023,4.77,4.11,0.8611
4706,1,2023,3.69,3.25,0.8814
4707,1,2023,2.74,2.39,0.8715
4708,1,2023,3.79,3.34,0.8807
4709,1,2023,2.71,2.39,0.8834
4710,1,2023,16.73,10.39,0.6212
4711,1,2023,13.0,12.2,0.9383
4713,1,2023,19.8,17.04,0.8608
4714,1,2023,15.21,13.9,0.9138
4715,1,2023,7.45,7.11,0.9537
4716,1,2023,15.59,9.1,0.5839
4717,1,2023,19.11,7.68,0.402
4718,1,2023,9.97,8.93,0.8958
4719,1,2023,11.24,10.7,0.9522
4720,1,2023,5.63,5.14,0.9128
4722,1,2023,17.73,15.67,0.8838
4724,1,2023,5.53,5.11,0.9244
4725,1,2023,5.86,5.04,0.8609
4726,1,2023,15.33,14.29,0.9323
4728,1,2023,7.29,6.72,0.9213
4729,1,2023,5.31,4.74,0.8927
4730,1,2023,9.23,6.19,0.6706
4731,1,2023,8.74,7.6,0.8695
4732,1,2023,13.61,12.61,0.9264
4733,1,2023,14.34,13.68,0.9542
4735,1,2023,8.84,7.77,0.8795
4736,1,2023,6.32,5.84,0.9233
4737,1,2023,7.07,5.81,0.8215
4739,1,2023,7.31,6.44,0.8816
4742,1,2023,7.2,6.51,0.9038
4743,1,2023,7.0,3.84,0.5487
4744,1,2023,7.58,6.58,0.8675
4745,1,2023,12.13,10.65,0.8783
4749,1,2023,6.34,5.81,0.9167
4750,1,2023,10.87,9.76,0.8975
4751,1,2023,5.67,4.62,0.8155
4752,1,2023,12.51,10.26,0.8202
4753,1,2023,13.37,11.78,0.8807
4755,1,2023,10.81,9.98,0.9233
4757,1,2023,8.19,6.51,0.7951
4758,1,2023,13.52,7.94,0.587
4759,1,2023,11.75,10.39,0.884
4760,1,2023,4.02,3.86,0.9605
4761,1,2023,19.96,11.43,0.5729
4763,1,2023,17.76,16.34,0.9203
4764,1,2023,12.85,11.7,0.9107
4765,1,2023,14.65,12.01,0.8198
4766,1,2023,15.32,14.34,0.9357
4767,1,2023,11.97,10.94,0.9136
4769,1,2023,5.06,4.68,0.9253
4770,1,2023,8.17,8.17,1.0
4771,1,2023,13.96,11.47,0.8216
4773,1,2023,8.4,8.18,0.974
4774,1,2023,8.33,7.44,0.8935
4775,1,2023,16.51,9.25,0.5601
4777,1,2023,5.98,5.4,0.9032
4778,1,2023,12.38,10.99,0.888
4779,1,2023,10.97,9.68,0.8822
4781,1,2023,9.64,8.85,0.9182
4783,1,2023,11.42,9.64,0.8443
4784,1,2023,20.76,19.41,0.935
4786,1,2023,6.02,5.35,0.8884
4788,1,2023,2.61,2.24,0.8598
4789,1,2023,1.87,1.66,0.887
4790,1,2023,4.56,4.36,0.9553
4791,1,2023,3.97,3.51,0.8836
4793,1,2023,5.01,4.61,0.9193
4794,1,2023,4.11,3.6,0.8758
4795,1,2023,1.94,1.81,0.9353
4796,1,2023,2.23,2.08,0.9324
4798,1,2023,5.11,3.52,0.689
4799,1,2023,4.78,2.79,0.5831
4803,1,2023,4.63,4.31,0.9317
4805,1,2023,4.45,4.04,0.9089
4807,1,2023,1.87,0.97,0.5185
4810,1,2023,3.17,1.61,0.5077
4811,1,2023,4.03,3.77,0.9348
4812,1,2023,6.32,5.67,0.8972
4813,1,2023,7.23,4.06,0.562
4814,1,2023,4.14,3.76,0.9087
4816,1,2023,7.01,3.46,0.493
4817,1,2023,2.55,2.3,0.9004
4818,1,2023,4.03,3.68,0.9136
4819,1,2023,2.24,2.17,0.9681
4820,1,2023,4.8,4.53,0.9444
4821,1,2023,4.58,4.3,0.9398
4822,1,2023,3.16,2.8,0.8868
4823,1,2023,4.86,2.36,0.4865
4824,1,2023,3.85,3.63,0.9432
4825,1,2023,3.43,3.22,0.94
4826,1,2023,2.87,2.77,0.9639
4827,1,2023,5.61,2.35,0.4183
4828,1,2023,2.24,2.01,0.8958
4829,1,2023,5.33,4.47,0.8394
4831,1,2023,3.59,3.19,0.8893
4832,1,2023,2.75,2.6,0.9449
4834,1,2023,4.64,2.24,0.4822
4835,1,2023,4.23,2.75,0.6501
4836,1,2023,2.7,2.42,0.8974
4837,1,2023,6.15,5.65,0.918
4838,1,2023,4.27,3.67,0.8591
4841,1,2023,2.58,2.34,0.9084
4842,1,2023,3.13,2.46,0.7854
4845,1,2023,5.47,3.19,0.5836
4846,1,2023,3.01,2.0,0.6633
4848,1,2023,6.46,6.16,0.9532
4849,1,2023,2.77,1.47,0.5308
4850,1,2023,6.06,5.6,0.9237
4851,1,2023,3.9,3.77,0.9658
4853,1,2023,4.71,4.08,0.867
4854,1,2023,5.12,4.99,0.9749
4855,1,2023,2.44,2.3,0.9423
4856,1,2023,3.59,3.21,0.8955
4857,1,2023,3.53,3.35,0.9504
4859,1,2023,6.79,3.96,0.5826
4860,1,2023,6.7,5.84,0.872
4861,1,2023,3.97,3.5,0.8807
4862,1,2023,3.28,2.9,0.8838
4863,1,2023,6.8,5.87,0.8627
4864,1,2023,7.02,6.7,0.9539
4865,1,2023,4.23,3.78,0.8946
4866,1,2023,2.75,2.53,0.9191
4867,1,2023,5.11,4.51,0.8822
4868,1,2023,2.22,1.85,0.8322
4870,2,2023,8.4,7.69,0.9158
4871,2,2023,4.42,3.66,0.8285
4872,2,2023,7.88,7.11,0.9023
4873,2,2023,6.11,5.2,0.8503
4875,2,2023,3.69,3.63,0.9845
4876,2,2023,3.54,3.33,0.9415
4877,2,2023,3.27,2.27,0.694
4878,2,2023,5.44,5.2,0.9555
4879,2,2023,7.16,6.24,0.8711
4880,2,2023,3.86,3.58,0.9267
4881,2,2023,7.51,6.86,0.913
4882,2,2023,3.98,3.64,0.9156
4883,2,2023,6.24,5.96,0.9559
4891,2,2023,8.34,7.79,0.9343
4892,2,2023,3.27,3.0,0.9165
4893,2,2023,2.56,2.15,0.8388
4894,2,2023,5.87,5.09,0.8666
4895,2,2023,7.75,6.98,0.9001
4896,2,2023,6.87,6.24,0.9087
4898,2,2023,4.92,4.23,0.8598
4899,2,2023,5.79,5.79,1.0
4900,2,2023,3.89,3.76,0.9657
4901,2,2023,4.47,4.15,0.9291
4902,2,2023,5.95,3.92,0.6593
4903,2,2023,3.27,1.87,0.5711
4904,2,2023,4.38,3.8,0.8669
4905,2,2023,7.34,6.67,0.9081
4906,2,2023,2.95,2.7,0.9153
4907,2,2023,8.05,6.89,0.8553
4908,2,2023,7.88,7.24,0.9184
4910,2,2023,9.32,8.38,0.8988
4911,2,2023,6.45,2.69,0.4175
4912,2,2023,6.47,5.63,0.8706
4914,2,2023,5.21,4.63,0.8885
4915,2,2023,4.38,1.95,0.4443
4917,2,2023,3.38,3.13,0.9273
4919,2,2023,3.56,3.03,0.8516
4920,2,2023,7.63,7.05,0.9244
4921,2,2023,5.42,4.57,0.8431
4922,2,2023,8.78,4.09,0.4659
4923,2,2023,2.88,2.55,0.8862
4924,2,2023,3.69,3.33,0.9013
4926,2,2023,3.35,2.05,0.6106
4927,2,2023,4.18,3.57,0.8535
4929,2,2023,8.29,7.04,0.8491
4934,2,2023,6.7,5.91,0.8817
4935,2,2023,3.85,3.64,0.9465
4936,2,2023,10.31,8.7,0.8442
4937,2,2023,9.25,7.32,0.7917
4938,2,2023,5.21,4.62,0.887
4940,2,2023,9.92,9.2,0.9271
4941,2,2023,8.13,3.98,0.4896
4942,2,2023,5.89,5.22,0.8865
4943,2,2023,9.87,8.77,0.8885
4944,2,2023,3.32,1.44,0.4345
4945,2,2023,9.69,8.04,0.8302
4948,2,2023,10.0,8.89,0.8895
4949,2,2023,7.34,6.7,0.9126
4950,2,2023,4.65,4.29,0.923
4952,2,2023,3.49,1.74,0.4975
4953,2,2023,8.31,7.53,0.9064
4955,2,2023,4.65,3.75,0.8055
4956,2,2023,5.02,4.41,0.8787
4957,2,2023,7.94,7.33,0.9231
4959,2,2023,6.85,5.93,0.8657
4960,2,2023,7.4,6.71,0.9074
4962,2,2023,10.52,9.71,0.9229
4964,2,2023,4.82,4.3,0.8913
4965,2,2023,7.35,6.7,0.9118
4966,2,2023,3.71,3.21,0.8665
4967,2,2023,5.01,2.03,0.4044
4968,2,2023,7.52,6.99,0.9294
4969,2,2023,4.9,4.47,0.9113
4971,2,2023,9.38,8.27,0.8815
4972,2,2023,3.9,1.57,0.4029
4973,2,2023,11.54,7.28,0.6312
4974,2,2023,8.27,6.81,0.823
4978,2,2023,10.71,10.19,0.9514
4980,2,2023,4.58,4.08,0.8915
4981,2,2023,4.63,4.27,0.922
4983,2,2023,12.54,7.64,0.6094
4984,2,2023,10.48,8.91,0.8501
4986,2,2023,8.86,7.77,0.8766
4988,2,2023,4.9,4.38,0.8935
4991,2,2023,5.1,4.46,0.8736
4992,2,2023,9.8,9.55,0.9744
4993,2,2023,3.81,3.32,0.8707
4994,2,2023,11.36,10.03,0.8828
4995,2,2023,9.06,8.27,0.9132
4998,2,2023,4.28,3.67,0.8569
5000,2,2023,9.62,8.55,0.8892
5001,2,2023,12.4,11.38,0.9177
5003,2,2023,3.97,3.54,0.8917
5006,2,2023,4.1,3.7,0.9013
5007,2,2023,8.66,7.65,0.8838
5009,2,2023,9.03,7.63,0.8444
5012,2,2023,10.75,9.87,0.9179
5013,2,2023,8.0,7.8,0.9752
5014,2,2023,8.61,7.8,0.9057
5015,2,2023,9.57,8.75,0.914
5016,2,2023,9.49,8.85,0.9327
5017,2,2023,10.92,9.33,0.8542
5020,2,2023,5.46,5.31,0.9731
5021,2,2023,12.93,7.38,0.5706
5022,2,2023,9.16,8.89,0.9703
5024,2,2023,7.71,4.69,0.6083
5028,2,2023,6.42,6.28,0.9777
5029,2,2023,9.51,8.9,0.936
5030,2,2023,9.29,8.61,0.9271
5032,2,2023,12.78,7.4,0.579
5033,2,2023,3.47,3.11,0.8951
5034,2,2023,3.21,3.06,0.953
5035,2,2023,8.32,7.58,0.9106
5036,2,2023,6.0,4.96,0.8263
5037,2,2023,10.1,8.69,0.8603
5038,2,2023,4.67,4.19,0.8976
5039,2,2023,3.12,2.86,0.9174
5040,2,2023,8.35,7.54,0.9027
5041,2,2023,6.3,6.01,0.9538
5045,2,2023,4.66,3.85,0.827
5046,2,2023,10.14,9.23,0.9107
5048,2,2023,8.9,7.41,0.8323
5049,2,2023,10.9,10.2,0.9354
5050,2,2023,11.0,9.91,0.9012
5051,2,2023,11.92,10.99,0.9218
5052,2,2023,8.21,7.15,0.8704
5053,2,2023,4.59,4.39,0.9562
5054,2,2023,5.38,5.09,0.9467
5057,2,2023,7.64,7.09,0.9283
5058,2,2023,8.65,7.78,0.8998
5059,2,2023,8.17,7.58,0.9282
5062,2,2023,10.26,4.74,0.4621
5063,2,2023,4.95,4.65,0.9392
5064,2,2023,9.4,9.13,0.971
5065,2,2023,4.6,2.33,0.506
5066,2,2023,11.36,4.83,0.4249
5067,2,2023,8.51,7.82,0.9195
5068,2,2023,8.38,4.63,0.552
5069,2,2023,5.53,5.13,0.9279
5070,2,2023,13.38,12.35,0.923
5071,2,2023,13.51,11.22,0.8302
5072,2,2023,10.36,8.89,0.8585
5074,2,2023,11.91,10.64,0.8937
5075,2,2023,11.41,5.28,0.463
5076,2,2023,10.47,8.97,0.8566
5077,2,2023,11.77,7.96,0.6763
5080,2,2023,11.62,10.63,0.9151
5081,2,2023,5.88,3.92,0.6662
5083,2,2023,9.38,8.21,0.8748
5084,2,2023,8.34,7.9,0.9469
5085,2,2023,11.12,10.8,0.9712
5086,2,2023,11.86,10.5,0.8857
5087,2,2023,15.34,13.51,0.8805
5088,2,2023,3.7,3.42,0.9246
5089,2,2023,13.93,7.9,0.5673
5090,2,2023,9.91,8.91,0.8994
5091,2,2023,5.32,4.97,0.9346
5092,2,2023,12.31,7.06,0.5732
5094,2,2023,11.8,11.3,0.9577
5095,2,2023,5.7,5.18,0.9079
5096,2,2023,3.16,2.81,0.8885
5097,2,2023,5.15,4.64,0.9014
5099,2,2023,9.19,4.36,0.4741
5100,2,2023,10.65,8.9,0.8358
5102,2,2023,11.58,11.17,0.9648
5103,2,2023,11.79,10.69,0.9067
5106,2,2023,7.75,7.15,0.9227
5107,2,2023,7.51,7.08,0.9431
5108,2,2023,5.12,4.42,0.8642
5109,2,2023,5.43,5.02,0.9239
5111,2,2023,14.54,9.13,0.6282
5113,2,2023,14.17,8.18,0.5774
5116,2,2023,8.23,6.75,0.8199
5117,2,2023,11.94,10.76,0.901
5118,2,2023,6.64,5.85,0.8809
5119,2,2023,12.09,5.98,0.4947
5120,2,2023,5.51,5.09,0.9238
5121,2,2023,10.17,8.92,0.8767
5122,2,2023,10.91,9.56,0.8765
5123,2,2023,5.65,5.09,0.9006
5125,2,2023,7.56,6.57,0.8691
5126,2,2023,6.98,6.55,0.9387
5127,2,2023,4.7,2.21,0.4702
5128,2,2023,5.98,3.15,0.5263
5130,2,2023,4.84,4.31,0.89
5132,2,2023,11.77,6.14,0.5221
5133,2,2023,13.8,11.59,0.8397
5134,2,2023,8.91,7.62,0.8555
5135,2,2023,10.23,9.3,0.9094
5136,2,2023,4.48,4.29,0.9581
5137,2,2023,12.38,11.36,0.9175
5139,2,2023,6.63,5.84,0.8807
5140,2,2023,7.89,3.77,0.4778
5141,2,2023,4.69,2.16,0.4598
5142,2,2023,4.09,3.59,0.8772
5143,2,2023,6.3,4.14,0.6579
5145,2,2023,1.78,1.49,0.8349
5146,2,2023,2.84,2.53,0.8894
5147,2,2023,1.53,1.39,0.9113
5148,2,2023,1.64,1.48,0.9011
5149,2,2023,3.33,2.96,0.8884
5150,2,2023,4.7,4.08,0.8672
5152,2,2023,2.29,2.13,0.9293
5154,2,2023,6.74,3.61,0.5359
5155,2,2023,4.91,4.6,0.936
5156,2,2023,2.07,1.79,0.8649
5158,2,2023,3.53,3.09,0.8749
5159,2,2023,3.1,2.62,0.8463
5160,2,2023,4.02,3.56,0.8849
5161,2,2023,6.6,4.32,0.6549
5163,2,2023,3.39,3.14,0.9256
5164,2,2023,3.46,3.27,0.9441
5166,2,2023,4.81,3.36,0.6985
5168,2,2023,2.28,1.96,0.8609
5170,2,2023,2.4,2.14,0.8918
5171,2,2023,5.29,4.62,0.8738
5172,2,2023,3.91,3.75,0.9582
5173,2,2023,2.21,1.89,0.8571
5174,2,2023,3.75,3.53,0.9407
5175,2,2023,4.88,4.59,0.9407
5176,2,2023,4.05,3.96,0.9782
5177,2,2023,3.93,2.69,0.6855
5180,2,2023,3.45,3.22,0.9335
5181,2,2023,1.94,1.93,0.9963
5184,2,2023,4.57,4.02,0.8803
5185,2,2023,3.22,2.72,0.8436
5186,2,2023,2.33,1.93,0.8298
5189,2,2023,2.66,2.48,0.9335
5190,2,2023,2.16,1.79,0.8297
5191,2,2023,2.73,1.47,0.5368
5192,2,2023,5.76,5.31,0.9225
5193,2,2023,1.72,1.08,0.6265
5194,2,2023,1.65,1.52,0.922
5195,2,2023,2.22,2.03,0.9139
5196,2,2023,3.39,3.24,0.9562
5197,2,2023,5.32,3.07,0.5766
5198,2,2023,5.0,4.39,0.8779
5199,2,2023,1.84,1.61,0.8741
5200,2,2023,5.07,2.38,0.4692
5201,2,2023,4.46,4.2,0.941
5202,2,2023,1.81,1.67,0.923
5205,2,2023,4.2,4.0,0.9523
5207,2,2023,7.12,6.11,0.8579
5208,2,2023,2.76,2.68,0.9717
5209,2,2023,2.0,1.93,0.9659
5210,2,2023,2.29,2.14,0.9344
5211,2,2023,4.24,4.14,0.9763
5212,2,2023,4.84,4.06,0.8387
5213,2,2023,5.57,4.92,0.884
5214,2,2023,3.89,3.41,0.8756
5216,2,2023,1.9,1.77,0.9339
5217,2,2023,3.65,3.15,0.863
5218,2,2023,3.14,2.94,0.9353
5219,2,2023,1.65,1.58,0.9598
5220,2,2023,4.4,4.1,0.9328
5221,2,2023,3.33,3.05,0.9164
5223,2,2023,5.9,5.11,0.8655
5224,2,2023,4.83,2.94,0.6089
